Date,Rented Bike Count,Temperature,Humidity,Wind speed,Visibility,Dew point temperature,Solar Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning Day
2018-02-27 21:00:00,449.0,5.7,46,0.8,727,-5.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-27 22:00:00,461.0,5.4,49,1.1,687,-4.4,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-27 23:00:00,310.0,5.3,53,1.5,582,-3.5,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 00:00:00,266.0,5.1,52,1.1,614,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 01:00:00,229.0,5.0,53,1.4,557,-3.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 02:00:00,174.0,5.2,54,1.3,516,-3.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 03:00:00,116.0,5.3,55,1.7,488,-3.0,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 04:00:00,72.0,5.4,56,1.7,472,-2.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 05:00:00,62.0,5.2,59,1.7,437,-2.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 06:00:00,165.0,5.2,60,1.9,430,-1.9,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 07:00:00,426.0,5.5,59,2.8,448,-1.8,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 08:00:00,816.0,5.7,57,2.5,458,-2.1,0.04,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 09:00:00,419.0,6.2,55,2.4,478,-2.1,0.13,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 10:00:00,285.0,6.5,53,2.0,518,-2.4,0.21,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 11:00:00,332.0,7.1,50,2.2,534,-2.6,0.33,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 12:00:00,305.0,7.6,48,2.6,600,-2.7,0.39,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 13:00:00,28.0,7.6,57,2.3,554,-0.3,0.33,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 14:00:00,17.0,5.7,80,3.7,348,2.5,0.13,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 15:00:00,7.0,4.8,87,2.9,312,2.8,0.08,4.5,0.0,Winter,No Holiday,Yes
2018-02-28 16:00:00,9.0,4.2,89,2.5,479,2.5,0.07,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 17:00:00,8.0,3.8,90,2.7,654,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 18:00:00,11.0,3.6,90,2.1,845,2.1,0.0,9.5,0.0,Winter,No Holiday,Yes
2018-02-28 19:00:00,19.0,2.5,95,1.9,838,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 20:00:00,8.0,2.7,96,1.5,1479,2.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 21:00:00,10.0,2.4,95,2.5,1349,1.6,0.0,9.0,0.0,Winter,No Holiday,Yes
2018-02-28 22:00:00,13.0,2.3,96,1.9,1207,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-02-28 23:00:00,23.0,1.8,96,1.2,745,1.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2018-03-01 00:00:00,71.0,2.0,96,1.3,1894,1.4,0.0,2.0,0.0,Spring,Holiday,Yes
2018-03-01 01:00:00,147.0,2.1,97,0.2,859,1.6,0.0,0.0,0.0,Spring,Holiday,Yes
2018-03-01 02:00:00,180.0,2.0,97,1.0,580,1.5,0.0,0.0,0.0,Spring,Holiday,Yes
2018-03-01 03:00:00,92.0,1.6,97,2.3,469,1.1,0.0,0.1,0.0,Spring,Holiday,Yes
2018-03-01 04:00:00,28.0,1.6,97,1.1,636,1.1,0.0,0.0,0.0,Spring,Holiday,Yes
2018-03-01 05:00:00,11.0,2.2,97,2.9,362,1.7,0.0,0.0,0.0,Spring,Holiday,Yes
2018-03-01 06:00:00,33.0,3.0,96,2.7,303,2.4,0.0,0.4,0.0,Spring,Holiday,Yes
2018-03-01 07:00:00,61.0,2.6,89,4.3,320,0.9,0.0,0.0,0.0,Spring,Holiday,Yes
2018-03-01 08:00:00,148.0,1.5,80,3.2,1246,-1.5,0.04,0.0,0.0,Spring,Holiday,Yes
2018-03-01 09:00:00,160.0,0.1,78,4.9,615,-3.2,0.09,0.0,0.0,Spring,Holiday,Yes
2018-03-01 10:00:00,191.0,0.1,53,5.3,1022,-8.3,1.12,0.0,0.0,Spring,Holiday,Yes
2018-03-01 11:00:00,239.0,0.8,52,4.6,1035,-7.9,2.2,0.0,0.0,Spring,Holiday,Yes
2018-03-01 12:00:00,311.0,0.5,46,4.7,1172,-9.8,2.49,0.0,0.0,Spring,Holiday,Yes
2018-03-01 13:00:00,358.0,1.4,37,4.0,1681,-11.7,2.95,0.0,0.0,Spring,Holiday,Yes
2018-03-01 14:00:00,375.0,1.2,36,6.0,1430,-12.2,2.86,0.0,0.0,Spring,Holiday,Yes
2018-03-01 15:00:00,458.0,1.6,35,4.5,1567,-12.2,2.54,0.0,0.0,Spring,Holiday,Yes
2018-03-01 16:00:00,460.0,1.4,33,4.8,1480,-13.1,1.98,0.0,0.0,Spring,Holiday,Yes
2018-03-01 17:00:00,423.0,0.4,37,5.2,1366,-12.6,1.23,0.0,0.0,Spring,Holiday,Yes
2018-03-01 18:00:00,317.0,-0.8,40,4.7,1429,-12.7,0.43,0.0,0.0,Spring,Holiday,Yes
2018-03-01 19:00:00,231.0,-1.7,45,3.3,1375,-12.1,0.01,0.0,0.0,Spring,Holiday,Yes
2018-03-01 20:00:00,246.0,-2.2,49,3.5,1325,-11.4,0.0,0.0,0.0,Spring,Holiday,Yes
2018-03-01 21:00:00,212.0,-3.0,50,3.7,1301,-11.9,0.0,0.0,0.0,Spring,Holiday,Yes
2018-03-01 22:00:00,190.0,-3.6,52,3.7,1277,-12.0,0.0,0.0,0.0,Spring,Holiday,Yes
2018-03-01 23:00:00,190.0,-4.0,52,3.4,1272,-12.4,0.0,0.0,0.0,Spring,Holiday,Yes
2018-03-02 00:00:00,156.0,-4.3,53,2.6,1334,-12.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 01:00:00,108.0,-4.6,52,2.1,1372,-12.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 02:00:00,71.0,-5.3,52,1.2,1434,-13.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 03:00:00,49.0,-5.7,50,1.7,1559,-14.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 04:00:00,47.0,-5.8,48,1.5,1552,-15.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 05:00:00,65.0,-6.1,49,1.0,1621,-15.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 06:00:00,135.0,-6.4,50,1.5,1593,-15.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 07:00:00,401.0,-6.6,52,0.5,1555,-14.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 08:00:00,617.0,-6.2,45,0.4,1600,-16.2,0.17,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 09:00:00,343.0,-4.6,34,1.2,1583,-18.1,0.87,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 10:00:00,274.0,-1.8,30,2.1,1608,-17.1,1.59,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 11:00:00,343.0,0.1,30,1.8,1640,-15.4,2.19,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 12:00:00,388.0,1.8,26,2.2,1556,-15.7,2.61,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 13:00:00,375.0,2.3,22,3.1,1627,-17.2,2.83,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 14:00:00,450.0,3.4,23,2.4,1545,-15.8,2.74,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 15:00:00,463.0,4.3,22,1.3,1837,-15.6,2.48,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 16:00:00,574.0,5.2,21,2.1,1721,-15.4,1.97,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 17:00:00,631.0,4.3,21,2.5,1961,-16.1,1.13,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 18:00:00,854.0,3.5,22,0.9,1961,-16.2,0.43,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 19:00:00,568.0,2.0,26,2.3,1985,-15.5,0.02,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 20:00:00,427.0,1.2,35,2.5,1977,-12.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 21:00:00,396.0,1.0,34,1.4,1880,-13.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 22:00:00,414.0,0.5,38,0.9,1907,-12.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-02 23:00:00,284.0,0.3,38,0.2,1895,-12.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 00:00:00,218.0,0.5,34,0.4,1889,-13.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 01:00:00,229.0,0.6,36,0.4,1933,-12.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 02:00:00,176.0,0.9,35,0.5,1856,-12.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 03:00:00,149.0,0.8,38,0.8,1594,-11.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 04:00:00,93.0,0.6,43,0.9,1599,-10.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 05:00:00,55.0,0.8,39,1.0,1463,-11.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 06:00:00,71.0,0.5,42,0.9,1543,-10.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 07:00:00,159.0,0.1,43,1.4,1502,-11.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 08:00:00,306.0,0.4,38,1.8,1564,-12.3,0.16,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 09:00:00,329.0,2.2,30,1.5,1513,-13.6,0.81,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 10:00:00,354.0,5.1,27,1.2,1563,-12.4,1.54,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 11:00:00,431.0,8.1,21,2.1,1738,-12.9,2.15,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 12:00:00,605.0,10.7,16,1.7,1657,-14.1,2.56,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 13:00:00,771.0,12.2,14,1.6,1896,-14.5,2.75,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 14:00:00,1025.0,14.4,14,1.4,1833,-12.8,2.66,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 15:00:00,1238.0,16.0,14,2.2,1828,-11.5,2.33,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 16:00:00,1285.0,15.8,15,2.6,1867,-10.8,1.7,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 17:00:00,1197.0,15.0,22,2.5,1946,-6.5,0.96,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 18:00:00,920.0,13.9,26,1.9,1995,-5.3,0.41,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 19:00:00,630.0,12.7,32,2.3,2000,-3.6,0.01,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 20:00:00,631.0,11.1,51,3.7,1957,1.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 21:00:00,588.0,10.3,52,2.2,1843,0.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 22:00:00,516.0,10.2,49,1.7,1972,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-03 23:00:00,215.0,9.4,74,1.6,559,4.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 00:00:00,161.0,8.5,87,0.9,303,6.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 01:00:00,118.0,8.3,91,0.1,282,6.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 02:00:00,95.0,8.3,95,0.3,243,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 03:00:00,90.0,8.5,96,0.4,238,7.8,0.0,0.1,0.0,Spring,No Holiday,Yes
2018-03-04 04:00:00,34.0,8.8,95,0.2,218,8.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 05:00:00,15.0,8.8,96,1.2,196,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 06:00:00,20.0,8.6,96,0.7,224,7.9,0.0,0.2,0.0,Spring,No Holiday,Yes
2018-03-04 07:00:00,23.0,8.4,97,2.6,122,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 08:00:00,70.0,8.3,97,0.6,152,7.8,0.01,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 09:00:00,157.0,8.8,97,1.3,196,8.3,0.2,0.2,0.0,Spring,No Holiday,Yes
2018-03-04 10:00:00,239.0,9.8,90,0.8,335,8.2,0.64,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 11:00:00,273.0,10.1,88,0.7,453,8.1,0.34,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 12:00:00,358.0,10.7,85,0.9,393,8.2,0.52,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 13:00:00,429.0,10.8,84,1.2,400,8.1,0.44,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 14:00:00,475.0,11.2,83,1.1,518,8.4,0.45,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 15:00:00,468.0,11.7,81,1.2,616,8.5,0.53,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 16:00:00,396.0,11.7,82,1.1,753,8.7,0.32,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 17:00:00,492.0,11.8,82,1.7,990,8.8,0.4,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 18:00:00,436.0,11.5,81,1.5,1475,8.3,0.07,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 19:00:00,289.0,11.2,81,2.3,1614,8.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 20:00:00,26.0,11.3,80,1.2,1978,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 21:00:00,7.0,10.6,89,2.1,606,8.8,0.0,2.0,0.0,Spring,No Holiday,Yes
2018-03-04 22:00:00,8.0,9.6,92,2.5,721,8.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-04 23:00:00,9.0,8.7,91,2.9,957,7.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 00:00:00,22.0,7.6,88,2.5,1974,5.7,0.0,9.0,0.0,Spring,No Holiday,Yes
2018-03-05 01:00:00,23.0,7.0,88,2.5,2000,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 02:00:00,9.0,6.3,89,2.2,1456,4.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 03:00:00,2.0,5.7,92,2.0,458,4.4,0.0,1.5,0.0,Spring,No Holiday,Yes
2018-03-05 04:00:00,4.0,5.1,90,2.6,1005,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 05:00:00,22.0,4.7,89,2.3,1242,3.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 06:00:00,20.0,4.2,87,2.0,1979,2.2,0.0,2.0,0.0,Spring,No Holiday,Yes
2018-03-05 07:00:00,85.0,3.8,87,2.2,2000,1.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 08:00:00,184.0,3.6,88,2.3,2000,1.7,0.03,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 09:00:00,211.0,3.7,85,1.8,2000,1.4,0.17,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 10:00:00,232.0,4.4,80,1.8,2000,1.2,0.56,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 11:00:00,322.0,6.1,66,1.9,2000,0.2,1.42,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 12:00:00,438.0,7.6,58,2.4,2000,-0.1,1.85,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 13:00:00,465.0,8.3,51,2.0,2000,-1.2,1.42,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 14:00:00,550.0,10.0,44,1.9,2000,-1.7,2.46,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 15:00:00,637.0,10.3,43,2.5,2000,-1.7,2.45,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 16:00:00,718.0,11.0,39,1.2,2000,-2.4,1.96,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 17:00:00,865.0,10.0,43,1.4,2000,-2.0,1.12,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 18:00:00,1155.0,8.1,47,1.7,2000,-2.5,0.34,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 19:00:00,782.0,5.8,53,1.7,2000,-3.0,0.02,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 20:00:00,578.0,4.3,57,1.3,2000,-3.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 21:00:00,533.0,3.1,59,1.5,2000,-4.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 22:00:00,466.0,2.3,63,1.0,2000,-4.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-05 23:00:00,274.0,1.9,60,1.3,2000,-5.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 00:00:00,224.0,1.3,69,0.8,2000,-3.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 01:00:00,188.0,0.8,67,0.8,2000,-4.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 02:00:00,122.0,0.3,71,0.9,1999,-4.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 03:00:00,82.0,0.1,71,0.4,2000,-4.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 04:00:00,79.0,-0.5,75,0.6,1967,-4.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 05:00:00,80.0,-0.9,78,0.6,1687,-4.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 06:00:00,214.0,-1.0,77,0.4,1578,-4.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 07:00:00,583.0,-1.0,78,0.6,1484,-4.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 08:00:00,997.0,-0.7,76,1.0,1461,-4.4,0.2,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 09:00:00,556.0,1.2,62,0.8,1338,-5.2,0.85,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 10:00:00,380.0,3.7,51,1.3,1596,-5.5,1.56,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 11:00:00,475.0,6.3,41,1.3,1519,-6.0,2.12,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 12:00:00,504.0,8.5,34,1.9,1876,-6.4,2.55,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 13:00:00,528.0,9.3,27,2.2,1816,-8.7,2.65,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 14:00:00,567.0,9.2,27,2.9,1880,-8.8,2.32,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 15:00:00,616.0,10.1,24,1.8,1839,-9.6,2.12,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 16:00:00,680.0,10.6,26,1.9,1955,-8.1,1.75,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 17:00:00,883.0,10.2,27,2.8,1826,-8.0,1.22,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 18:00:00,1246.0,8.7,28,3.2,2000,-8.8,0.49,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 19:00:00,833.0,7.1,30,2.7,2000,-9.3,0.02,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 20:00:00,666.0,6.1,31,2.8,2000,-9.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 21:00:00,625.0,5.5,33,3.2,1995,-9.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 22:00:00,514.0,4.5,40,1.3,1871,-7.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-06 23:00:00,361.0,3.5,44,0.9,1905,-7.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 00:00:00,289.0,2.8,45,1.7,1493,-7.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 01:00:00,194.0,2.8,46,2.0,1709,-7.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 02:00:00,134.0,2.6,50,1.3,1962,-6.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 03:00:00,92.0,2.7,55,1.5,1989,-5.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 04:00:00,49.0,2.6,61,1.7,1998,-4.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 05:00:00,97.0,2.5,63,1.3,1987,-3.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 06:00:00,232.0,2.4,65,1.8,1989,-3.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 07:00:00,598.0,2.2,65,1.9,2000,-3.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 08:00:00,1032.0,2.6,63,1.6,1857,-3.7,0.14,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 09:00:00,566.0,3.8,58,2.0,1785,-3.7,0.49,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 10:00:00,410.0,5.2,52,1.5,1808,-3.8,0.74,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 11:00:00,441.0,8.0,43,1.7,1909,-3.8,1.74,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 12:00:00,550.0,9.6,39,1.8,1982,-3.7,2.09,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 13:00:00,509.0,9.9,39,1.9,1911,-3.4,1.61,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 14:00:00,505.0,9.8,38,0.9,1908,-3.8,0.93,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 15:00:00,620.0,10.2,34,2.3,1919,-4.9,1.19,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 16:00:00,646.0,10.4,36,3.2,1963,-4.0,1.02,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 17:00:00,849.0,10.4,37,1.0,2000,-3.6,0.67,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 18:00:00,1365.0,9.6,42,2.0,2000,-2.7,0.14,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 19:00:00,799.0,8.9,44,2.3,2000,-2.7,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 20:00:00,587.0,8.5,46,1.0,1977,-2.4,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 21:00:00,411.0,7.9,56,1.4,1975,-0.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 22:00:00,147.0,7.2,60,1.4,1928,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-07 23:00:00,48.0,6.0,79,2.0,918,2.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 00:00:00,49.0,5.2,83,1.5,733,2.5,0.0,0.5,0.0,Spring,No Holiday,Yes
2018-03-08 01:00:00,23.0,4.7,86,0.7,717,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 02:00:00,19.0,4.2,88,0.9,553,2.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 03:00:00,12.0,3.8,90,0.8,448,2.3,0.0,2.0,0.0,Spring,No Holiday,Yes
2018-03-08 04:00:00,8.0,3.3,90,1.3,682,1.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 05:00:00,17.0,3.1,90,1.2,974,1.6,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 06:00:00,32.0,3.1,89,0.2,903,1.4,0.0,1.5,0.0,Spring,No Holiday,Yes
2018-03-08 07:00:00,64.0,3.0,90,0.7,578,1.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 08:00:00,88.0,3.0,94,0.3,444,2.1,0.01,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 09:00:00,100.0,3.4,90,1.5,386,1.9,0.21,0.5,0.0,Spring,No Holiday,Yes
2018-03-08 10:00:00,165.0,3.6,88,2.6,681,1.7,0.44,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 11:00:00,290.0,4.5,82,2.0,1226,1.6,0.73,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 12:00:00,375.0,5.6,72,3.0,1700,0.9,0.89,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 13:00:00,405.0,6.7,65,3.2,1651,0.5,1.76,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 14:00:00,452.0,7.7,62,2.4,1758,0.8,1.64,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 15:00:00,555.0,9.2,53,3.3,1896,0.1,2.23,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 16:00:00,594.0,9.5,56,3.1,994,1.1,1.1,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 17:00:00,757.0,7.5,64,4.3,538,1.1,0.88,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 18:00:00,1091.0,5.9,68,3.4,543,0.4,0.38,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 19:00:00,683.0,4.5,72,2.7,529,-0.1,0.03,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 20:00:00,586.0,3.3,74,2.6,494,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 21:00:00,533.0,3.1,74,3.2,465,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 22:00:00,498.0,2.8,74,2.1,469,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-08 23:00:00,315.0,2.8,73,1.8,468,-1.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-09 00:00:00,272.0,3.0,72,2.3,473,-1.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-09 01:00:00,228.0,2.8,73,2.6,413,-1.5,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-09 02:00:00,155.0,2.8,74,1.2,415,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-09 03:00:00,105.0,2.7,75,0.7,417,-1.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-09 04:00:00,66.0,2.5,76,1.0,403,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-09 05:00:00,88.0,2.5,76,0.7,544,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-09 06:00:00,195.0,2.5,71,1.1,1055,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-09 07:00:00,574.0,1.6,76,0.7,1024,-2.1,0.0,0.0,0.0,Spring,No Holiday,Yes
2018-03-09 08:00:00,1041.0,1.8,67,0.7,1917,-3.6,0.19,0.0,0.0,Spring,No Holiday,Yes
2018-03-09 09:00:00,570.0,3.5,60,1.3,1969,-3.5,0.71,0.0,0.0,Spring,No Holiday,Yes
2018-03-09 10:00:00,361.0,4.8,54,1.3,1921,-3.7,0.78,0.0,0.0,Spring,No Holiday,Yes
